SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,StreamingTV,PaperlessBilling,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_actual,Churn_prob,Customer_Value,Priority_Score
1,1,0,27,1,0,0,1,95.55,2510.2,0,3,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,0.949476206467585,2293.2,2177.3388366714657
0,1,0,34,1,0,1,1,100.05,3480.0,0,3,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.9022619054377706,2401.2,2166.5112873371745
1,0,0,37,1,0,1,1,96.55,3580.3,0,3,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.9329824854223118,2317.2,2161.907015220581
1,0,0,41,1,1,1,1,113.2,4689.5,0,3,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,0.7868912705365861,2716.8,2137.8262037937975
0,1,0,55,1,1,1,1,96.75,5238.9,0,5,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0.9125189303498004,2322.0,2118.8689562722366
0,1,1,21,1,0,1,1,102.8,2110.15,1,4,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1,0.9726756908618612,2158.7999999999997,2099.8122814325857
0,0,0,57,1,1,1,1,112.95,6465.0,3,5,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,1,0.759159762373304,2710.8,2057.9302838415524
0,0,0,46,1,0,1,0,96.05,4399.5,0,4,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.8920533434308257,2305.2,2056.361367276739
0,0,0,26,1,0,1,1,98.35,2515.3,0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.8648979048714396,2360.3999999999996,2041.5050146585456
1,1,0,40,1,0,1,1,99.2,4062.2,0,4,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,1,0.8502344826203541,2380.8,2024.2382562225391
0,0,0,32,1,0,1,1,96.2,3183.4,1,3,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,0.8766077154448784,2308.8,2023.9118934191354
1,1,1,72,1,1,1,0,92.45,6440.25,0,8,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,1,0.9094569018840779,2218.8,2017.9029739003922
0,0,0,34,1,1,1,1,109.8,3587.25,0,3,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,1,0.7599748482850557,2635.2,2002.6857202007786
1,1,0,50,1,0,1,1,95.05,4888.7,4,4,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0.87180097810886,2281.2,1988.7523912619313
0,1,0,32,1,0,0,0,84.15,2585.95,0,5,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0.9825399930128857,2019.6000000000001,1984.3377698888241
0,1,1,31,1,0,0,1,91.15,2995.45,0,3,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0.9070635372043635,2187.6000000000004,1984.292193988266
1,0,0,36,1,1,1,1,90.85,3186.7,0,3,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.9025002301949625,2180.3999999999996,1967.811501917096
0,0,0,32,1,1,1,1,108.15,3432.9,0,3,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,1,0.7571223357575682,2595.6000000000004,1965.186734692344
0,1,0,31,1,0,1,0,93.8,3019.5,0,3,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0.8726558377196412,2251.2,1964.522821874456
1,0,0,25,1,0,1,1,89.5,2196.15,0,2,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0.8974416881165896,2148.0,1927.7047460744345
0,1,1,67,1,1,1,1,108.75,7156.2,0,6,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,1,0.7284906684542475,2610.0,1901.3606446655858
0,0,0,22,1,0,1,0,89.25,1907.85,0,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.9573590423856327,1963.5,1879.7744797241899
1,1,0,35,1,1,1,1,100.5,3653.35,0,3,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0.7787183313422612,2412.0,1878.268615197534
0,0,1,48,1,0,1,1,95.5,4627.85,0,5,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.8171111404116107,2292.0,1872.8187338234118
0,0,0,47,1,1,1,1,103.7,4730.6,0,4,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0,0.7447040990425947,2488.8,1853.41956169721
0,1,1,70,1,0,1,0,98.3,6859.5,0,6,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1,0.7836076333631704,2359.2,1848.6871286303915
1,0,0,40,1,1,0,1,79.2,3233.85,0,5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0.9677808759398397,1900.8000000000002,1839.5578889864476
0,0,1,22,1,0,1,1,89.4,2001.5,0,3,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0.9338732489002569,1966.8000000000002,1836.7419059370254
0,0,0,24,1,0,1,1,90.35,2238.5,4,2,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.843866579611686,2168.3999999999996,1829.8402912299796
0,0,0,47,1,0,1,1,106.4,5127.95,0,3,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,0.7164767296631005,2553.6000000000004,1829.5949768676937
1,1,1,66,1,0,1,1,99.5,6822.15,0,5,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,0.762303382337875,2388.0,1820.3804770228455
0,0,1,25,1,0,1,1,95.9,2448.75,0,2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0.7874821720098668,2301.6000000000004,1812.4689670979096
1,0,0,46,1,1,0,0,85.0,3969.4,0,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.8671458929966798,2040.0,1768.9776217132267
0,1,1,20,1,0,1,1,90.2,1776.55,0,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.9594406338578627,1804.0,1730.8309034795843
1,1,0,34,1,0,0,1,94.25,3217.55,0,2,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,0.7541342901399233,2262.0,1705.8517642965064
0,1,0,72,1,1,1,1,110.9,8240.85,0,6,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,0,0.6293368446784761,2661.6000000000004,1675.042945796232
1,1,0,53,1,0,1,1,101.9,5549.4,0,3,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0.6503965064834571,2445.6000000000004,1590.609696255943
0,0,1,46,1,1,1,1,105.2,4822.85,0,4,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,1,0.6148957412626537,2524.8,1552.4887675399482
1,0,0,26,1,0,1,1,91.25,2351.8,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.7026269653563746,2190.0,1538.7530541304604
0,1,0,32,1,0,0,1,78.9,2447.95,0,2,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.7774879904211968,1893.6000000000001,1472.2512586615783
0,0,0,34,1,1,0,1,64.4,2088.75,0,5,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,1,0.9332309645092726,1545.6000000000001,1442.4017787455318
0,1,1,28,1,0,1,1,90.1,2598.95,0,2,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1,0.655330927024597,2162.3999999999996,1417.0875965979885
0,1,1,49,1,0,1,0,100.45,4941.8,5,4,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,1,0.5873168553566581,2410.8,1415.9034748938316
0,1,0,32,1,0,1,1,98.85,3145.9,5,2,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,0.5944049944810378,2372.3999999999996,1410.1664089068138
0,1,1,28,1,1,1,0,106.1,2847.4,0,2,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1,0.5512860069163469,2546.3999999999996,1403.7946880117854
1,0,0,22,1,0,1,1,90.5,1910.6,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0.6740356365617788,1991.0,1342.0049523945015
0,0,1,39,1,0,1,0,100.55,3895.35,0,3,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,0,0.5272310501056088,2413.2,1272.313970114855
1,0,0,14,1,0,1,1,104.85,1531.4,0,1,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,0.8638166511364419,1467.8999999999999,1267.996462203183
1,1,0,17,1,0,1,1,100.45,1622.45,2,1,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,0.7368552558914866,1707.65,1258.290877723097
0,1,0,55,0,0,1,1,54.55,2978.3,0,6,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1,0.9520731486130913,1309.1999999999998,1246.454166164259
0,1,0,15,1,0,1,1,84.3,1308.4,0,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.9773925982710744,1264.5,1235.9129405137735
1,1,0,25,1,1,0,1,89.05,2177.45,0,1,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1,0.5761997132397871,2137.2,1231.454027136073
0,1,0,13,1,0,1,1,102.25,1359.0,0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,0.922685480952125,1329.25,1226.4796755556122
0,1,1,18,1,0,1,0,95.15,1779.95,0,2,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1,0.714748129785728,1712.7,1224.1491218840163
0,0,0,18,1,1,1,1,96.05,1740.7,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.7074461929747801,1728.8999999999999,1223.1037230340971
0,0,0,12,1,0,1,1,106.7,1253.9,0,2,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,0.9509896682192376,1280.4,1217.647171187912
0,1,1,19,1,0,1,1,100.95,1875.55,0,1,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,1,0.6070040242756581,1918.05,1164.264068761926
0,0,0,18,1,0,0,1,90.7,1597.25,0,1,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,0.6993604990421177,1632.6000000000001,1141.7759507361616
0,1,1,14,1,0,0,1,87.25,1258.6,0,2,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.9332251243781091,1221.5,1139.9344894278604
1,0,0,52,0,0,1,1,49.15,2550.9,0,5,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0.9548305162153521,1179.6,1126.3180769276291
1,0,0,15,1,0,0,0,89.85,1424.95,0,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0.8227267488430453,1347.75,1108.8299757532143
0,1,1,57,1,1,1,1,70.1,3913.3,5,5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1,0.6567994785970076,1682.3999999999999,1104.9994427916056
0,1,1,30,0,0,1,0,51.2,1561.5,0,4,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1,0.8835110437344668,1228.8000000000002,1085.658370540913
1,0,0,21,1,0,1,1,95.4,2025.1,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.5062015357109291,2003.4,1014.1241566432753
1,0,0,16,1,0,1,1,96.4,1581.2,4,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.6510485669857186,1542.4,1004.1773097187723
0,0,0,23,1,0,1,1,93.5,2341.55,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.4665994620477369,2150.5,1003.4221431336582
0,1,0,48,0,1,0,1,45.3,2145.0,0,5,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,0.917150663756528,1087.1999999999998,997.1262016360971
0,0,0,22,1,0,1,1,95.1,2162.6,0,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.4744834867825063,2092.2,992.7143510463595
0,1,1,35,1,1,1,0,72.25,2568.55,0,3,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,0.5626278903591168,1734.0,975.5967618827085
0,0,0,31,1,1,0,0,65.25,1994.3,0,3,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,0.6228613892148769,1566.0,975.4009355104972
1,0,0,14,1,0,1,1,95.6,1273.3,0,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.7178722549221045,1338.3999999999999,960.8002259877445
0,0,1,40,1,1,0,1,55.25,2139.2,0,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0.7149459111506287,1326.0,948.0182781857336
0,1,0,13,1,0,1,0,94.1,1215.6,0,1,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0.7736154604416292,1223.3,946.3637927582449
1,1,0,17,1,1,0,1,85.35,1463.45,5,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0.6506704278135624,1450.9499999999998,944.0902572360883
1,0,0,11,1,0,1,1,95.15,997.65,0,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.9011613074950866,1046.65,943.2004824897325
0,0,0,10,1,0,1,1,94.9,1048.85,0,3,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.9856683888623748,949.0,935.3993010303938
0,1,0,52,1,0,0,1,95.65,5088.4,0,3,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0,0.40734099818181596,2295.6000000000004,935.0919954261768
1,0,0,24,1,0,0,1,76.1,1712.7,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.5062067620189026,1826.3999999999999,924.5360301513236
1,0,0,14,1,0,1,0,90.45,1266.1,0,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.7291102938617839,1266.3,923.272365117177
0,1,0,21,1,0,0,1,86.5,1808.7,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.5008805953189116,1816.5,909.8496013968029
0,0,0,15,1,1,1,1,99.1,1426.4,0,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1,0.6095023610336674,1486.5,906.0252596765466
0,1,1,22,1,0,1,1,69.5,1498.2,0,2,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,1,0.580334688027537,1529.0,887.3317379941041
0,0,0,21,1,0,0,1,84.1,1737.45,0,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.497942877448161,1766.1,879.4169158611971
0,0,0,15,1,1,1,0,86.2,1270.2,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.6690455210593079,1293.0,865.0758587296851
1,1,0,23,1,0,1,1,90.45,2117.25,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.4150731102178936,2080.35,863.497344841795
0,0,0,62,1,1,0,0,102.0,6529.25,0,4,True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,1,0.34961485367526646,2448.0,855.8571617970523
1,0,0,19,1,0,0,1,79.85,1471.75,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.562198641376078,1517.1499999999999,852.9396687637167
1,0,0,20,1,0,0,1,85.8,1727.5,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.4860020051808033,1716.0,833.9794408902584
0,0,0,13,1,0,0,0,89.4,1132.35,0,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,1,0.7171789122172979,1162.2,833.5053317789436
0,0,0,12,1,1,0,0,81.7,858.6,0,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0.8444164337602567,980.4000000000001,827.8658716585556
1,0,0,24,1,0,0,1,80.5,2088.45,0,0,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.4263995116626601,1932.0,823.8038565322594
0,1,1,49,1,0,1,1,99.8,4872.45,0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.34081397999754304,2395.2,816.317644890115
1,1,0,13,1,0,0,1,89.05,1169.35,0,1,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1,0.6964299932906219,1157.6499999999999,806.2221817328884
0,0,0,23,1,0,0,1,74.95,1710.45,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.4550667486015703,1723.8500000000001,784.466814576817
1,0,0,20,1,0,1,0,89.95,1648.45,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.4351297589822069,1799.0,782.7984364089903
0,0,0,22,1,0,1,1,84.15,1821.95,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.42255466746491394,1851.3000000000002,782.2754558777953
1,1,0,26,1,0,1,1,98.1,2510.7,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0.3274190716769446,2354.3999999999996,770.8754623561983
0,0,0,48,1,1,0,1,60.35,2896.4,0,4,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,1,0.5278818504090387,1448.4,764.5840721324516
1,0,0,27,1,0,0,1,78.05,2135.5,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0.4074502056219192,1873.1999999999998,763.235725170979
1,1,0,55,1,0,0,1,74.0,4052.4,0,2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.4287230245808504,1776.0,761.4120916555903
0,0,0,19,1,0,0,1,86.0,1532.45,0,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.46561879743569257,1634.0,760.8211150099216
1,0,0,11,1,0,1,1,111.4,1183.05,0,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.6142755130347735,1225.4,752.7332136728114
1,0,0,14,1,0,0,1,74.95,1036.75,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.7003116590681252,1049.3,734.8370238601838
1,0,0,20,1,1,0,1,79.15,1520.9,3,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.4629170430947355,1583.0,732.7976792189663
1,0,0,15,1,0,0,1,79.4,1156.1,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.6127843516127924,1191.0,729.8261627708358
1,1,0,24,0,0,0,1,40.65,933.3,0,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,0.7455648821174412,975.5999999999999,727.3730989937756
0,1,1,18,1,0,0,0,57.45,990.85,0,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.6998907599109296,1034.1000000000001,723.7570348238925
0,0,0,23,1,0,1,1,90.6,1943.2,3,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,0.3410782739658802,2083.7999999999997,710.7389072901011
0,1,1,55,1,1,0,0,57.55,3046.4,0,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1,0.5136106758806854,1381.1999999999998,709.3990655264026
0,0,0,12,1,0,1,0,94.55,1173.55,0,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.6171028776969599,1134.6,700.1649250349707
0,1,0,16,1,0,0,1,75.4,1189.4,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.5802231989691157,1206.4,699.9812672363412
0,0,1,15,1,0,1,1,91.0,1430.05,0,0,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.5113493732006321,1365.0,697.9918944188628
1,1,0,27,1,0,0,1,75.5,1893.95,3,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.3808274469722278,1812.0,690.0593339136768
0,0,0,13,1,1,1,1,96.65,1244.5,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0.54835982333541,1256.45,688.9867000297759
0,0,0,17,1,0,1,1,83.55,1329.15,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.48480982803725725,1420.35,688.5996392527182
0,1,1,22,1,0,1,1,88.75,1885.15,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0.3508471907763932,1952.5,685.0291399909078
0,1,1,59,1,1,1,1,111.1,6555.2,0,4,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,0,0.254081994161859,2666.3999999999996,677.4842292331807
0,1,0,54,1,1,1,0,106.55,5763.3,0,3,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,1,0.2606157105344397,2557.2,666.4464949786692
1,1,0,7,1,0,1,1,101.95,700.85,0,1,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,0.9282709011631257,713.65,662.4605286150646
0,0,0,56,1,0,1,1,81.8,4534.45,0,4,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.33676790338782475,1963.1999999999998,661.1427479309775
0,0,0,7,1,0,1,1,98.05,713.0,0,2,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,0.9629806232608861,686.35,660.9417507751092
0,0,0,24,1,0,1,1,88.95,2072.75,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0.30563636807007216,2134.8,652.4725185559901
1,1,0,20,1,0,1,1,91.0,1859.5,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.3571202168516047,1820.0,649.9587946699206
0,1,0,54,1,0,1,1,70.15,3715.65,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,1,0.3858812288644915,1683.6000000000001,649.6696369162579
